KEY,en,notes,sp,fr,de,it,pt-br,zh,ja
SONG_UNLOCK_ICEAGE,"""Mom I Really Hate You"" is now in the radio playlist!",,¡Se ha añadido «Mom I Really Hate You» a la lista de la radio!,"Vous pouvez désormais écouter «&nbsp;Maman, je te déteste&nbsp;» à la radio&nbsp;!",„Mom I Really Hate You“ kann jetzt im Radio laufen!,"Ora ""Mom I Really Hate You"" è nella playlist della radio!","""Mom I Really Hate You"" foi adicionada à lista de reprodução de rádio!","""Mom I Really Hate You"" 现在已加入电台播放列表！","「Mom I Really 
Hate You」がラジオのプ
レイリストに追加されました！"
SONG_UNLOCK_THEEND,"""We're Dead"" is now in the radio playlist!",,¡Se ha añadido «We're Dead» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;On va tous mourir&nbsp;» à la radio&nbsp;!,„We're Dead“ kann jetzt im Radio laufen!,"Ora ""We're Dead"" è nella playlist della radio!","""We're Dead"" foi adicionada à lista de reprodução de rádio!","""We're Dead"" 现在已加入电台播放列表！","「We're Dead」がラジ
オのプレイリストに追加されまし
た！"
SONG_UNLOCK_JURASSIC,"""Tuff"" is now in the radio playlist!",,¡Se ha añadido «Tuff» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Tuf&nbsp;» à la radio&nbsp;!,„Tuff“ kann jetzt im Radio laufen!,"Ora ""Tuff"" è nella playlist della radio!","""Tuff"" foi adicionada à lista de reprodução de rádio!","""Tuff"" 现在已加入电台播放列表！","「タフ」がラジオのプレイリスト
に追加されました！"
SONG_UNLOCK_THEINFINITE,"""Angel Wings"" is now in the radio playlist!",,¡Se ha añadido «Angel Wings» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Ailes angéliques&nbsp;» à la radio&nbsp;!,„Angel Wings“ kann jetzt im Radio laufen!,"Ora ""Angel Wings"" è nella playlist della radio!","""Angel Wings"" foi adicionada à lista de reprodução de rádio!","""Angel Wings"" 现在已加入电台播放列表！","「Angel Wings」がラ
ジオのプレイリストに追加されま
した！"
SONG_UNLOCK_FINALBOSS,"""Dig Your Own Grave"" is now in the radio playlist!",,¡Se ha añadido «Dig Your Own Grave» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Continue de creuser&nbsp;» à la radio&nbsp;!,„Dig Your Own Grave“ kann jetzt im Radio laufen!,"Ora ""Dig Your Own Grave"" è nella playlist della radio!","""Dig Your Own Grave"" foi adicionada à lista de reprodução de rádio!","""Dig Your Own Grave"" 现在已加入电台播放列表！","「Dig Your Own 
Grave」がラジオのプレイリ
ストに追加されました！"
SONG_UNLOCK_TERMINATOR,"""Taser Paws"" is now in the radio playlist!",,¡Se ha añadido «Taser Paws» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Pattaser&nbsp;» à la radio&nbsp;!,„Taser Paws“ kann jetzt im Radio laufen!,"Ora ""Taser Paws"" è nella playlist della radio!","""Taser Paws"" foi adicionada à lista de reprodução de rádio!","""Taser Paws"" 现在已加入电台播放列表！","「Taser Paws」がラジ
オのプレイリストに追加されまし
た！"
SONG_UNLOCK_HITLERIII,"""Crack of Doom"" is now in the radio playlist!",,¡Se ha añadido «Crack of Doom» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Début de la fin&nbsp;» à la radio&nbsp;!,„Crack of Doom“ kann jetzt im Radio laufen!,"Ora ""Crack of Doom"" è nella playlist della radio!","""Crack of Doom"" foi adicionada à lista de reprodução de rádio!",“末日裂隙”现已加入电台播放列表！,"「Crack of Doom」
がラジオのプレイリストに追加さ
れました！"
SONG_UNLOCK_CHAOS_FORWARD,"""Crazy Days"" is now in the radio playlist!",,¡Se ha añadido «Crazy Days» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Période dingue&nbsp;» à la radio&nbsp;!,„Crazy Days“ kann jetzt im Radio laufen!,"Ora ""Crazy Days"" è nella playlist della radio!","""Crazy Days"" foi adicionada à lista de reprodução de rádio!",“疯狂日”现已加入电台播放列表！,"「Crazy Days」がラジ
オのプレイリストに追加されまし
た！"
SONG_UNLOCK_CHAOS_BACKWARD,"""Bolt of Lightning"" is now in the radio playlist!",,¡Se ha añadido «Bolt of Lightning» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Éclair&nbsp;» à la radio&nbsp;!,„Bolt of Lightning“ kann jetzt im Radio laufen!,"Ora ""Bolt of Lightning"" è nella playlist della radio!","""Bolt of Lightning"" foi adicionada à lista de reprodução de rádio!",“闪电之击”现已加入电台播放列表！,"「ボルト・オブ・ライトニング」
がラジオのプレイリストに追加さ
れました！"
,,,,,,,,,
ITEM_UNLOCK_GENERIC,"""{item}"" has been unlocked!",,Se ha desbloqueado un objeto: ¡{item}!,«&nbsp;{item}&nbsp;» est maintenant disponible&nbsp;!,„{item}“ wurde freigeschaltet!,"Hai sbloccato ""{item}""!","Item desbloqueado: ""{item}""!",已解锁 {item}！,"「{item}」がアンロックさ
れました！"
,,,,,,,,,
CUTSCENE_GUILLOTINA_1,Guillotina is coming for you!,,¡Guillotina va a por ti!,Guillotina en a après vous&nbsp;!,"Guillotina kommt, um dich zu holen!",Guillotina sta venendo a prenderti!,Guilhotina está vindo atrás de você!,Guillotina 正向你逼近！,"ギロチーナがあなたを狙っている
！"
CUTSCENE_GUILLOTINA_1_REMATCH,Guillotina is coming for you!,,¡Guillotina va a por ti!,Guillotina en a après vous&nbsp;!,"Guillotina kommt, um dich zu holen!",Guillotina sta venendo a prenderti!,Guilhotina está vindo atrás de você!,Guillotina 正向你逼近！,"ギロチーナがあなたを狙っている
！"
CUTSCENE_GUILLOTINA_2,Guillotina is returning!,,¡Guillotina vuelve!,Guillotina est revenue&nbsp;!,Guillotina kehrt zurück!,Guillotina sta tornando!,Guilhotina está voltando!,Guillotina 正在返回！,ギロチーナが帰ってくる！
CUTSCENE_GUILLOTINA_2_REMATCH,Guillotina is returning!,,¡Guillotina vuelve!,Guillotina est revenue&nbsp;!,Guillotina kehrt zurück!,Guillotina sta tornando!,Guilhotina está voltando!,Guillotina 正在返回！,ギロチーナが再登場！
CUTSCENE_GUILLOTINA_3,Guillotina is out for revenge!,,¡Guillotina tiene sed de venganza!,Guillotina cherche à se venger&nbsp;!,Guillotina hat es auf Rache abgesehen!,Guillotina vuole vendetta!,Guilhotina está em busca de vingança!,Guillotina 正在复仇！,ギロチーナが復讐に燃えている！
CUTSCENE_GUILLOTINA_3_REMATCH,Guillotina is out for revenge!,,¡Guillotina tiene sed de venganza!,Guillotina cherche à se venger&nbsp;!,Guillotina hat es auf Rache abgesehen!,Guillotina vuole vendetta!,Guilhotina está em busca de vingança!,Guillotina 正在复仇！,ギロチーナが復讐に燃えている！
CUTSCENE_PYROPHINA,Pyrophina is on the way!,,¡Pyrophina está en camino!,Pyrophina est en chemin&nbsp;!,Pyrophina ist auf dem Weg!,Pyrophina è in arrivo!,Pyrophina está a caminho!,Pyrophina 正在赶来！,パイロフィナがやってくる！
CUTSCENE_PYROPHINA_REMATCH,Pyrophina is on the way!,,¡Pyrophina está en camino!,Pyrophina est en chemin&nbsp;!,Pyrophina ist auf dem Weg!,Pyrophina è in arrivo!,Pyrophina está a caminho!,Pyrophina 正在赶来！,パイロフィナがやってくる！
CUTSCENE_ZARATANA,Zaratana is on the way!,,¡Zaratana está en camino!,Zaratana est en chemin&nbsp;!,Zaratana ist auf dem Weg!,Zaratana è in arrivo!,Zaratana está a caminho!,Zaratana 正在赶来！,ザラタナがやってくる！
CUTSCENE_ZARATANA_REMATCH,Zaratana is on the way!,,¡Zaratana está en camino!,Zaratana est en chemin&nbsp;!,Zaratana ist auf dem Weg!,Zaratana è in arrivo!,Zaratana está a caminho!,Zaratana 正在赶来！,ザラタナがやってくる！
CUTSCENE_KAIJUFIGHT,The kaijus are bringing the fight to you!,,¡Los kaijus te involucran en su enfrentamiento!,Les kaijus cherchent la bagarre&nbsp;!,Die Kaijus wollen kämpfen!,I kaijus vogliono combattere!,Os kaijus estão trazendo a luta até você!,怪兽们正在向你发起挑战！,怪獣たちが戦いを仕掛けてきた！
CUTSCENE_KAIJUFIGHT_REMATCH,The kaijus are bringing the fight to you!,,¡Los kaijus te involucran en su enfrentamiento!,Les kaijus cherchent la bagarre&nbsp;!,Die Kaijus wollen kämpfen!,I kaijus vogliono combattere!,Os kaijus estão trazendo a luta até você!,怪兽们正在向你发起挑战！,"怪獣たちが再び戦いを挑んできた
！"
CUTSCENE_TERMINATOR_1,The C-800 seeks you!,,¡El C-800 te busca!,C-800 vous cherche&nbsp;!,Der C-800 ist auf der Suche nach dir!,Il C-800 ti cerca!,G-800 está procurando você!,C-800 寻找你！,"C-800があなたを探している
！"
CUTSCENE_TERMINATOR_1_REMATCH,The C-800 seeks you!,,¡El C-800 te busca!,C-800 vous cherche&nbsp;!,Der C-800 ist auf der Suche nach dir!,Il C-800 ti cerca!,G-800 está procurando você!,C-800 寻找你！,"C-800があなたを探している
！"
CUTSCENE_TERMINATOR_2,The C-1000 is on the prowl!,,¡El C-1000 está al acecho!,C-1000 vous traque&nbsp;!,Der C-1000 geht auf Beutejagd!,Il C-1000 è in agguato!,G-1000 está à espreita!,C-1000 正在巡逻！,"C-1000が獲物を狙っている
！"
CUTSCENE_TERMINATOR_2_REMATCH,The C-1000 is on the prowl!,,¡El C-1000 está al acecho!,C-1000 vous traque&nbsp;!,Der C-1000 geht auf Beutejagd!,Il C-1000 è in agguato!,G-1000 está à espreita!,C-1000 正在巡逻！,"C-1000が獲物を狙っている
！"
CUTSCENE_TERMINATOR_3,Hitler is back!,,¡Hitler ha vuelto!,Hitler est de retour&nbsp;!,Hitler ist zurückgekehrt!,Hitler è tornato!,Hitler voltou!,希特勒回来了！,ヒトラーが帰ってきた！
CUTSCENE_TERMINATOR_3_REMATCH,Hitler is back!,,¡Hitler ha vuelto!,Hitler est de retour&nbsp;!,Hitler ist zurückgekehrt!,Hitler è tornato!,Hitler voltou!,希特勒回来了！,ヒトラーが戻ってきた！
,,,,,,,,,
//npc favor unlocks,,,,,,,,,
FAVOR_BEANIES_INTRO,A special job.,,Un encargo especial.,Un travail spécial.,Eine ganz besondere Aufgabe.,Un incarico speciale.,Um trabalho especial.,一个特别的工作。,特別な仕事。
FAVOR_BEANIES_REPEAT,A side quest item.,,Un objeto de misión secundaria.,Un objet de quête secondaire.,Ein Gegenstand für eine Nebenquest.,Un oggetto per una missione secondaria.,Um item de missão secundária.,一个支线任务物品。,サイドクエストアイテム。
FAVOR_BUTCH_UPGRADE,Upgrade your item storage.,,Mejora tu almacén de objetos.,Une amélioration pour le rangement de vos objets.,Wertet deinen Lagerplatz auf.,Potenzia il deposito oggetti.,Aprimore seu armazenamento de itens.,升级你的物品存储。,"アイテムの保管容量をアップグレ
ードします。"
FAVOR_TINK_BOW,It's a secret!,,¡Es un secreto!,C'est un secret&nbsp;!,Ein Geheimnis!,È un segreto!,É segredo!,这是个秘密！,それは秘密です！
FAVOR_TINK_TAGS,Something to help organize your cats.,,Algo para ayudarte a organizar los gatos.,Quelque chose pour mieux organiser vos chats.,"Etwas, das dir hilft, deine Katzen zu sortieren.",Qualcosa per aiutarti a organizzare i tuoi gatti.,Algo para ajudar você a organizar seus gatos.,一些帮助整理你猫咪的东西。,猫を整理するのに役立つもの。
FAVOR_TINK_BASESTATS,Information to help breed cats.,,Información para ayudarte a hacer que los gatos se apareen.,Des informations pour le croisement des chats.,Information über das Züchten von Katzen.,Informazioni per aiutarti ad allevare i gatti.,Informações para ajudar a cruzar gatos.,帮助繁育猫咪的信息。,猫を繁殖させるための情報。
FAVOR_TINK_INBREEDING,A way to check a cat's ancestry.,,Una forma de comprobar la ascendencia de un gato.,Une manière d'en savoir plus sur la généalogie d'un chat.,"Eine Möglichkeit, die Abstammung deiner Katzen anzuzeigen.",Un modo per verificare la discendenza di un gatto.,Uma forma de conferir a árvore genealógica do seu gato.,检查猫咪血统的方法。,猫の血統を確認する方法。
FAVOR_TINK_AGRESSION,Information to help understand a cat's personality.,,Información para comprender mejor la personalidad de un gato.,Des informations pour comprendre la personnalité d'un chat.,Infos über die Persönlichkeit deiner Katzen.,Informazioni per aiutarti a capire la personalità di un gatto.,Informações para ajudar você a compreender a personalidade de um gato.,帮助了解猫咪性格的信息。,"猫の性格を理解するのに役立つ情
報。"
FAVOR_TINK_SEXUALITY,Gaydar.,,Gaydar.,Un gaydar.,Gaydar.,Gaydar.,Gaydar.,同性恋雷达。,ゲイダー。
FAVOR_TINK_RELATIONSHIPS,Information to help understand a cat's relationships.,,Información para comprender mejor las relaciones de un gato.,Des informations pour comprendre les relations d'un chat.,Infos über die Beziehungen deiner Katzen.,Informazioni per aiutarti a capire le relazioni di un gatto.,Informações para ajudar você a compreender os relacionamentos de um gato.,帮助了解猫咪关系的信息。,猫の関係を理解するための情報。
FAVOR_TINK_MAX,25 coins,,25 monedas.,25&nbsp;pièces.,25&nbsp;Münzen,25 monete.,25 moedas.,25个金币,25コイン
FAVOR_FRANK_ATTIC,An attic.,,Un desván.,Un grenier.,Ein Dachboden.,Una soffitta.,Um sótão.,一个阁楼。,屋根裏部屋。
FAVOR_FRANK_ROOM,Another room for your house.,,Otra habitación para tu casa.,Une autre pièce dans votre maison.,Ein neues Zimmer für dein Haus.,Un'altra stanza per la tua casa.,Outro cômodo para a sua casa.,你家的另一个房间。,"あなたの家にもう一つの部屋を追
加します。"
FAVOR_FRANK_PARASITE,A random parasite.,,Un parásito al azar.,Un parasite au hasard.,Ein zufälliger Parasit.,Un parassita casuale.,Um parasita aleatório.,一个随机寄生虫。,ランダムなパラサイト。
FAVOR_JACK_UPGRADE,More furniture for sale.,,Más muebles a la venta.,Plus de meubles à vendre.,Mehr Möbel zum Verkauf.,Altri mobili in vendita.,Mais móveis à venda.,更多家具出售。,販売用の家具が増えました。
FAVOR_JACK_MAX,Increase the chance of rare furniture in the shop.,,Aumenta la probabilidad de que haya muebles inusuales en la tienda.,Augmentation de la probabilité de meubles rares dans la boutique.,Erhöht die Wahrscheinlichkeit für seltene Möbel im Shop.,Aumenta la probabilità di trovare mobili rari nel negozio.,Aumenta a chance de móveis raros na loja.,增加商店中稀有家具的概率。,"ショップでレア家具が出現する確
率が上昇します。"
FAVOR_TRACY_FOOD,Stocks a food box.,,Pone a la venta una caja de comida.,Garde une boîte de nourriture.,Bietet eine Futterbox zum Verkauf an.,Contiene una scatola di cibo.,Armazena uma caixa de comida.,储备一个食物盒。,食品ボックスを補充します。
FAVOR_TRACY_COLLAR,Stocks a blank collar.,,Pone a la venta un collar en blanco.,Garde un collier vierge.,Bietet ein leeres Halsband zum Verkauf an.,Contiene un collare in bianco.,Armazena uma coleira vazia.,储备一个空项圈。,空の首輪を在庫しています。
FAVOR_TRACY_IDOL,Stocks a special furniture idol.,,"Pone a la venta un ídolo, un mueble especial.",Garde une idole spéciale.,Bietet ein besonderes Idol zum Verkauf an.,Contiene un idolo d'arredamento speciale.,Armazena um ídolo de móvel especial.,存放特殊家具偶像。,"特別な家具のアイドルを取り扱っ
ています。"
FAVOR_TRACY_RARE,Stock a random rare item for cheap.,,Pone a la venta un objeto inusual barato al azar.,Garde un objet rare aléatoire pour pas cher.,Bietet einen zufälligen seltenen Gegenstand zum Sonderpreis an.,Contiene un oggetto raro casuale a basso prezzo.,Armazena um item raro aleatório de baixo custo.,以低价存放随机稀有物品。,"ランダムなレアアイテムを安価で
仕入れる。"
FAVOR_GRINDER_UPGRADE,Recovers more stuff from lost runs.,,Recupera más cosas de las partidas perdidas.,Récupère plus d'objets des parties perdues.,Rettet mehr Gegenstände nach verlorenen Abenteuern.,Recupera più oggetti dalle partite fallite.,Recupera mais coisas de partidas perdidas.,从失败的冒险中回收更多物品。,"失敗したランからより多くのアイ
テムを回収します。"
FAVOR_GRINDER_SYRINGE,A random disorder syringe.,,Una jeringuilla que inflige un trastorno al azar.,Une seringue d'un trouble au hasard.,Eine Spritze mit einer zufälligen Krankheit.,Una siringa per un disturbo casuale.,Uma seringa com um transtorno aleatório.,随机的疾病注射器。,ランダムな障害の注射器。
